registration_number,postal_code,transaction_value,transaction_date,built_area
14734100631.0,08275-580,108100,2022-02-21,125
5208100878.0,03195-100,320000,2022-02-17,100
15920301111.0,05527-040,360000,2022-02-15,125
18909600445.0,02993-140,350000,2022-02-17,70
18313500858.0,05798-080,360000,2022-02-21,102
7031400163.0,02345-030,1500000,2022-01-26,250
17129000146.0,05750-120,390000,2022-02-21,40
11334801079.0,03681-010,320000,2022-02-11,86
14504600373.0,08280-460,240000,2022-02-21,64
15023300640.0,03967-000,100000,2022-02-21,68
1408000288.0,01429-020,1250000,2022-02-10,286
18803102190.0,05181-300,330000,2022-02-15,60
11103100326.0,03677-070,537500,2022-02-15,62
23005600198.0,08255-360,380000,2022-02-28,35
22601501659.0,02290-000,31995,2022-02-22,240
20110500278.0,05547-030,640000,2022-02-21,154
10516500154.0,05159-360,405000,2022-02-15,101
11411901321.0,08210-010,300000,2022-02-18,62
22805800042.0,02324-020,55000,2022-02-21,142
6716800719.0,02308-040,40000,2022-02-21,107
9048300071.0,04645-100,5550000,2022-02-24,775
14513101031.0,08275-240,410000,2022-02-18,108
22908200358.0,08130-040,173100,2022-02-25,81
18312002005.0,05782-470,361000,2022-02-22,61
5727000432.0,03525-000,440000,2022-02-21,85
6420200369.0,02067-040,520000,2022-02-17,125
15503800132.0,03922-130,750000,2022-02-24,72
26302400651.0,04870-050,235000,2022-01-28,70
12114900281.0,04459-020,806501,2022-02-23,230
3917600110.0,04116-210,3497816,2022-02-23,349
21402601539.0,02998-070,280000,2022-02-21,53
4710801533.0,04147-030,400000,2022-02-23,147
6504902488.0,02128-020,550000,2022-02-21,151
23202100538.0,08270-620,475000,2022-02-21,128
5915101569.0,03665-000,300000,2022-02-22,54
6017400452.0,03611-030,350000,2022-02-15,55
12101300760.0,04455-000,230000,2022-02-24,83
25801100413.0,04848-060,55000,2022-02-23,90
11607500425.0,03438-100,297000,2022-02-24,91
14031800311.0,08235-080,450000,2022-01-28,141
16504501717.0,05861-901,96892,2022-02-25,60
21402601318.0,02998-070,270000,2022-03-02,53
10800300131.0,02881-030,400000,2022-02-21,121
15229400012.0,08310-010,125000,2022-02-25,50
11029600601.0,03625-040,300000,2022-02-25,73
5908900893.0,03655-020,450800,2022-02-18,101
18420802262.0,05791-900,16561,2022-03-02,55
7011301046.0,02337-010,370000,2022-02-22,75
12106100107.0,04456-110,500000,2022-02-10,212
11013301705.0,03738-230,228000,2022-02-25,87
7217801494.0,02432-070,650000,2022-02-23,150
31002806027.0,04313-000,2500000,2022-02-24,258
31002806019.0,04313-000,1236040,2022-02-24,258
4705005317.0,04055-010,960000,2022-02-24,132
11050400185.0,03874-100,415000,2022-02-21,180
901700584.0,01331-010,300000,2022-02-25,120
18311001633.0,05782-450,300000,2022-03-03,202
7107101552.0,02423-020,612000,2022-02-16,143
5813100954.0,03516-000,330000,2022-02-04,150
16032400221.0,05396-075,1150000,2022-02-25,405
23005100284.0,08255-400,365000,2022-02-25,35
17411700060.0,04840-550,130000,2022-02-25,120
7606703213.0,02543-000,430000,2022-02-25,84
16901900588.0,05734-160,381000,2022-02-24,123
9532500553.0,04776-002,930000,2022-02-18,146
5808700795.0,03509-010,640000,2022-02-25,111
13025000626.0,03818-130,530000,2022-02-18,280
15120300897.0,08331-010,215000,2022-02-21,50
15234900451.0,08320-175,300000,2022-02-23,100
18311200350.0,05782-470,900000,2022-02-23,193
12821200561.0,02357-002,1630000,2022-02-23,335
7966400255.0,05338-120,790000,2022-02-25,413
9121800839.0,04375-000,260000,2022-03-04,52
21402001604.0,02998-060,410000,2022-02-24,71
17334300296.0,04430-230,500000,2022-02-25,164
14504100257.0,08280-090,100000,2022-03-02,86
21402002041.0,02998-020,380000,2022-02-21,73
5915301126.0,03665-000,500000,2022-03-02,76
30107100700.0,05707-001,2400000,2022-03-03,289
8813201257.0,04739-060,3400000,2022-03-04,340
5810000614.0,03513-000,330000,2022-03-02,86
6702102542.0,02315-020,475000,2022-03-03,106
15027500067.0,03964-030,330000,2022-03-04,91
8817018201.0,04671-050,1200000,2022-03-02,106
17422500068.0,04840-070,450000,2022-02-25,53
5601000778.0,03502-030,870000,2022-03-02,162
16701902625.0,05889-300,255000,2022-02-22,119
8809700600.0,04736-001,2200000,2022-02-18,255
15709602506.0,04182-010,152000,2022-03-08,73
14734600359.0,08280-625,415000,2022-02-25,72
16031800151.0,05396-170,1080000,2022-02-23,179
6725601014.0,02260-050,285000,2022-03-04,43
14734600413.0,08280-625,380000,2022-02-25,72
14929300346.0,03946-010,420000,2022-03-03,105
5720300341.0,03521-020,460000,2021-11-30,82
12416700031.0,05171-010,423000,2022-02-25,120
7821300586.0,05122-080,755000,2022-02-25,221
7003500371.0,02312-140,335000,2022-03-04,64
7200801781.0,02462-070,740000,2022-03-04,197
14514200483.0,08275-200,320000,2022-03-04,250
5207700952.0,03190-170,680000,2022-03-04,140
18425400596.0,05790-200,300000,2022-02-25,81
16901900707.0,05734-140,410000,2022-02-25,65
23503300341.0,08472-310,55000,2022-03-03,24
12821200535.0,02357-002,1310000,2022-02-25,335
11846001586.0,03267-120,465000,2022-02-25,126
12717700039.0,02676-000,45000,2022-03-03,60
18312001246.0,05782-470,340000,2022-02-25,62
12728200415.0,02636-030,550000,2022-02-17,245
5808600431.0,03509-020,730000,2022-03-04,122
12316100693.0,05654-010,2000000,2022-03-10,403
11426601017.0,08230-125,25000,2022-03-08,47
16011401650.0,05397-000,340000,2022-02-25,108
16701701174.0,05889-380,360000,2022-03-03,72
6736902347.0,02256-100,830000,2022-03-08,130
12005200297.0,04652-244,770000,2022-02-24,315
6015901535.0,03613-010,250000,2022-03-07,78
4307900111.0,04206-002,425000,2022-03-08,107
16726700600.0,05859-000,488000,2022-01-05,138
7113500870.0,02433-020,350000,2022-02-14,129
5903604323.0,03621-000,470000,2022-03-08,118
4619900461.0,04136-140,200000,2022-03-04,50
7028500225.0,02347-000,864806,2022-03-07,350
7206502253.0,02461-000,950000,2022-03-02,192
19201701216.0,08140-007,85555,2022-03-07,55
12103500236.0,04445-120,550000,2022-03-03,136
16017600779.0,05376-030,450000,2022-03-04,139
6702700741.0,02316-000,300000,2022-02-25,125
8244501103.0,05580-001,575000,2022-03-07,70
12027200400.0,04406-000,650000,2022-03-02,129
12122800169.0,04456-135,400000,2022-03-03,85
6816000889.0,02083-060,280000,2022-03-09,79
7513600971.0,02530-030,780000,2022-03-02,212
10102200865.0,05379-050,295000,2022-03-04,126
6715600589.0,02308-205,250000,2022-03-04,103
19308600697.0,08451-290,210000,2022-03-08,56
3107500526.0,03181-040,1417161,2022-03-14,295
12318100046.0,05661-010,2250000,2022-03-09,403
15928300033.0,05528-100,350000,2022-03-08,114
6114803604.0,03641-010,350000,2022-03-04,44
5202801629.0,03185-050,330000,2022-02-23,109
11606800662.0,03447-060,600000,2022-02-22,168
21402601458.0,02998-070,260000,2022-03-08,53
11310600571.0,03540-200,575000,2022-03-09,164
17517100032.0,04821-130,380000,2022-03-14,73
6718000590.0,02252-120,850000,2022-03-07,183
16033300253.0,05396-370,1100000,2022-03-08,430
8734500170.0,04725-000,600000,2022-03-03,100
9402400011.0,04926-060,1200000,2022-02-17,134
16832004892.0,05763-913,600000,2022-02-25,160
5521701680.0,03364-050,430000,2022-03-08,118
14202900315.0,03690-030,335000,2022-03-08,207
6010700248.0,03612-020,385000,2022-03-09,144
16701900886.0,05858-903,330000,2022-03-09,61
16606502909.0,05855-270,392000,2022-03-07,104
15224800349.0,08330-230,130000,2022-03-15,60
6813400381.0,02083-030,435000,2022-03-10,109
18503700221.0,05567-240,271605,2022-03-08,60
5704701760.0,03504-020,260000,2022-03-08,45
8820800616.0,04640-055,3200000,2022-03-09,464
14715900652.0,03576-040,345000,2022-03-09,85
9415600179.0,04911-060,308000,2022-03-09,78
5824300488.0,03543-160,850000,2021-10-20,185
11151200823.0,03802-005,255000,2022-03-03,69
12800600240.0,02357-070,800000,2022-03-09,600
11847801373.0,03250-000,438000,2022-03-04,90
2101200481.0,05002-062,800000,2022-03-11,110
11329701754.0,03580-120,150000,2022-03-11,127
13013200821.0,03729-250,320000,2022-02-09,62
10918701863.0,02377-050,1100000,2022-03-07,280
9502300610.0,04803-150,80000,2022-03-10,35
5931100660.0,03661-000,160000,2022-03-10,76
7835500760.0,05142-020,1000000,2022-03-11,240
13806901091.0,08246-106,255000,2022-03-14,62
10155300163.0,05379-160,193577,2022-03-15,93
16805901633.0,05786-140,370000,2022-02-23,51
12316100782.0,05654-010,1200000,2022-03-11,485
11415501172.0,08285-180,368000,2022-03-04,63
16905600295.0,05754-070,420000,2022-02-15,89
16701901531.0,05858-903,290000,2022-03-11,61
17425700432.0,04851-006,300000,2022-03-14,90
15309400612.0,03978-090,360000,2022-03-09,138
12310400628.0,05624-020,515000,2022-03-04,136
20110501193.0,05547-030,630000,2022-02-18,154
11415700841.0,08285-170,300000,2022-03-17,72
13224000405.0,08081-480,350000,2022-03-04,82
16616300454.0,05869-220,116105,2022-03-16,44
8622500195.0,04622-001,8931000,2022-03-17,807
18312000657.0,05782-470,525000,2022-02-18,80
11144000628.0,03809-060,265000,2022-03-15,60
16535300187.0,05830-290,235000,2022-03-17,120
2002400385.0,01154-010,310000,2022-03-03,74
18004200272.0,05880-330,1400000,2022-03-10,88
7852810365.0,05143-320,425000,2022-03-10,61
7852810357.0,05143-320,425000,2022-03-10,61
28400300015.0,04893-110,285463,2022-03-11,201
16207500937.0,04815-110,370000,2022-03-11,71
19817800422.0,02350-014,121000,2022-03-11,53
11217900178.0,08080-160,320000,2022-03-14,150
19809500415.0,02318-180,520000,2022-03-07,143
13920500627.0,08041-550,275000,2022-03-14,69
30006400342.0,05688-040,3000000,2022-03-11,349
13450801332.0,08121-000,100000,2022-03-14,50
19010200255.0,02859-050,240000,2022-03-11,135
12515700267.0,05175-020,700000,2022-03-11,389
30503500175.0,02616-130,240000,2022-03-11,110
15923800798.0,05525-901,300000,2022-03-14,73
10160001012.0,05360-040,400000,2022-03-08,93
12321900147.0,05657-000,1860000,2022-03-15,300
12416600388.0,05171-030,265000,2022-03-15,71
18902500471.0,02994-040,350000,2022-03-10,131
15425401778.0,03928-130,285000,2022-03-14,63
13013200749.0,03729-250,292000,2022-03-14,62
17426100196.0,04851-203,245000,2022-03-21,100
10618500935.0,02979-100,270000,2022-03-14,75
14731100142.0,03573-140,600000,2022-03-15,60
5914201101.0,03664-000,520000,2022-02-25,116
17218401154.0,04411-220,150000,2022-03-15,107
21402001566.0,02998-060,384000,2022-03-11,71
4007401896.0,04210-100,1250000,2022-03-19,216
6705401052.0,02275-120,280000,2022-03-14,98
6750700519.0,02317-150,20000,2022-03-19,30
17111201387.0,05741-230,821053,2022-03-10,158
11413702219.0,08295-400,322000,2022-03-08,49
13900200032.0,08032-370,1000000,2022-03-18,40
17202100011.0,04429-220,280000,2022-03-21,40
12101001186.0,04455-020,430000,2022-03-11,97
7003500388.0,02312-140,390000,2022-03-15,64
18904200546.0,02993-100,186000,2022-03-15,77
30500600993.0,02670-030,325000,2022-03-16,128
14413100351.0,08290-560,267000,2022-02-18,60
7031400139.0,02345-030,2325000,2022-03-18,291
13106300697.0,08061-010,405000,2022-03-10,124
11649800109.0,03462-050,510000,2022-03-07,331
14413605143.0,08290-530,235000,2022-03-10,59
16200132533.0,04661-300,875000,2022-03-11,100
11711500665.0,03387-090,345000,2022-03-17,59
8631400793.0,04624-100,615000,2022-03-15,97
21600800104.0,02997-070,350000,2022-03-11,185
30401600707.0,02067-000,360000,2022-03-17,112
16018700459.0,05386-100,460000,2022-03-18,211
11726904872.0,03275-008,335000,2022-03-16,84
12125902671.0,04459-000,298000,2022-03-17,61
11334100593.0,03680-050,231725,2022-03-18,68
20110504834.0,05547-030,595000,2022-03-23,209
11022200495.0,03626-000,290000,2022-03-16,70
17126706226.0,05634-001,1330000,2022-03-09,100
5913801067.0,03664-000,367000,2022-03-16,92
7804101988.0,05131-000,600000,2022-03-16,129
10157701416.0,05595-000,600000,2022-03-11,149
5611301282.0,03409-000,680000,2022-03-17,155
10118500731.0,05537-090,490000,2022-03-17,93
7974000333.0,05324-020,950000,2022-03-18,150
9403300108.0,04926-070,750000,2022-03-18,227
6724100453.0,02313-100,550000,2022-03-14,122
13112500228.0,03809-150,450000,2022-03-18,115
14512700500.0,08275-160,395000,2022-03-18,102
15929300185.0,05542-130,650000,2022-03-15,153
21402001337.0,02998-060,385000,2022-03-18,71
12011800950.0,04658-130,271000,2022-03-17,93
11129100579.0,03811-000,212400,2022-03-18,103
11300200293.0,03550-030,370000,2022-01-27,120
23006900438.0,08253-720,450000,2022-03-10,35
7042200322.0,02340-135,3100000,2022-03-17,311
5107702120.0,03206-040,380000,2022-03-14,64
8613600425.0,04614-000,920000,2022-03-18,126
13904900527.0,08032-420,360000,2022-03-03,147
6302700507.0,02188-070,400000,2022-03-18,120
12512901342.0,02945-010,540000,2022-03-14,105
7021200803.0,02337-060,1000000,2022-03-18,382
16005600116.0,05386-230,250000,2022-03-18,53
7804101546.0,05126-000,800000,2022-03-18,257
18420314721.0,05856-140,200000,2022-03-11,56
6812300691.0,02208-000,540000,2022-03-18,110
11134101413.0,03805-090,350000,2022-03-17,133
17129200633.0,05745-220,2000000,2022-03-24,437
9540700256.0,04776-140,410000,2022-03-18,106
8811200393.0,04738-010,5200000,2022-03-24,734
17126706544.0,05634-001,494856,2022-03-25,137
14038501174.0,08050-310,250733,2022-03-25,160
7804101473.0,05126-150,630000,2022-03-18,143
15526800041.0,03985-120,350000,2022-03-17,154
14734600162.0,08280-625,380000,2022-03-14,72
16541500087.0,04930-130,280000,2015-12-17,80
16542700519.0,05805-040,565000,2022-03-18,224
13025900228.0,03818-020,300000,2022-03-26,45
18206100244.0,05881-090,110000,2022-03-21,50
8733900663.0,04726-010,1735000,2022-03-15,172
16324705292.0,04823-090,1500000,2022-03-25,132
6847901888.0,02076-010,378333,2022-03-28,108
10010100198.0,03136-040,630000,2022-03-21,94
5714400852.0,03518-050,575000,2022-02-25,182
6907803003.0,02241-060,161000,2022-03-21,33
11850300118.0,03266-110,495000,2022-03-23,120
14021600298.0,08050-080,300000,2022-03-21,63
12701700840.0,02866-230,200000,2022-03-21,45
15924300373.0,05551-060,51000,2022-03-22,80
15025900343.0,03966-040,200000,2022-03-23,62
6837000489.0,02250-160,470000,2022-03-22,182
11035400447.0,03670-060,375000,2022-03-17,118
11437611191.0,08230-080,264000,2022-03-22,61
12104800081.0,04446-180,400000,2022-03-17,100
7841500564.0,05131-000,320000,2022-03-22,117
11634101056.0,03478-040,375000,2022-03-22,55
5514400905.0,03422-001,660000,2022-03-25,101
14026002623.0,08240-217,290000,2022-03-16,50
5907401923.0,03651-030,267000,2022-03-04,83
18312201581.0,05782-370,460000,2022-03-11,100
25903600717.0,04851-370,180000,2022-03-24,35
6114803639.0,03641-010,420000,2022-03-15,69
8628901043.0,04622-032,295000,2022-03-22,75
5515600169.0,03414-060,1800000,2022-03-16,460
14026002641.0,08240-217,306000,2022-03-23,74
7616302033.0,02726-010,400000,2022-03-11,113
18702700671.0,05202-070,280000,2022-03-09,64
11828000591.0,03263-010,500000,2022-03-24,200
5700200961.0,03503-010,338000,2022-03-23,66
10136200175.0,05619-020,1220000,2022-03-28,329
30011000055.0,05679-060,2350000,2022-03-18,287
9509700088.0,04789-110,1165741,2022-03-29,306
31005700793.0,04317-230,700000,2022-03-25,201
11847800679.0,03249-030,250000,2022-03-24,120
10908900073.0,02355-300,1270000,2022-03-25,428
14707503836.0,03573-170,550000,2022-03-11,72
12100201122.0,04455-130,520000,2022-03-09,161
6813500589.0,02083-030,600000,2022-03-22,103
6105800355.0,03634-090,420000,2022-03-18,150
11257401131.0,08060-340,430000,2022-03-21,90
11508201152.0,08420-020,375000,2022-03-24,79
11038000253.0,03890-100,429000,2022-03-29,70
7610502049.0,02566-010,270000,2022-03-25,70
7849100451.0,05145-200,420000,2022-03-30,66
17422400047.0,04840-050,275000,2022-03-23,90
9707000198.0,05301-040,1030000,2022-03-21,125
10920700240.0,02378-200,1700000,2022-03-25,374
11277402417.0,08060-283,250000,2022-03-29,100
14017000397.0,08040-490,295000,2022-03-24,73
4706303761.0,04145-000,835000,2022-03-22,178
5908900982.0,03655-020,450000,2022-03-16,97
11654100411.0,03437-000,710000,2022-03-17,145
16703200857.0,05888-070,280000,2022-03-30,63
11034600329.0,03670-000,539000,2022-03-25,74
2908100274.0,03330-000,470000,2022-03-22,73
16701900975.0,05858-903,107921,2022-03-29,78
17129802145.0,05752-001,450000,2022-03-25,164
18419100047.0,05894-430,125000,2022-03-24,40
11850000416.0,03266-170,304506,2022-03-28,150
17420500095.0,04840-170,315000,2022-03-31,140
15609300494.0,03245-110,525000,2022-03-25,167
9407900290.0,04921-120,750000,2022-03-25,212
15213000397.0,03971-000,238500,2022-04-01,77
21402601121.0,02998-070,460000,2022-03-24,68
8950601249.0,04350-000,28794,2022-03-30,77
5910100793.0,03660-030,350000,2022-03-22,78
14929700433.0,03946-010,115000,2022-03-25,121
6815001148.0,02209-000,470000,2022-03-21,160
11306500582.0,03554-000,470000,2022-03-18,138
17327500390.0,04474-250,307084,2022-04-02,62
11834700670.0,03222-010,486000,2022-03-25,149
16832004711.0,05763-911,630000,2022-03-26,154
11135300134.0,03811-025,260000,2022-03-21,172
8811400600.0,04737-000,3500000,2022-03-30,331
15234000590.0,08320-170,250000,2022-03-22,135
15928300335.0,05528-110,450000,2022-03-31,150
5129300580.0,03214-000,400000,2022-03-28,140
10205100677.0,03276-000,720000,2022-01-03,172
13414501421.0,08110-180,270000,2022-03-28,65
14826300701.0,03910-020,360000,2022-03-25,102
12001300947.0,04653-170,300000,2022-03-31,55
7801300157.0,05134-110,250000,2022-03-28,144
14415100561.0,08270-120,310000,2022-03-25,57
9509500135.0,04788-050,1150000,2022-03-22,247
11429301316.0,08240-095,225000,2022-03-29,63
11011900881.0,03736-060,330000,2022-03-29,73
14915200050.0,03939-060,200000,2022-03-31,140
15230400144.0,08310-140,300000,2022-03-30,60
11355000253.0,03561-100,190000,2022-04-01,150
7612101092.0,02726-020,522000,2022-03-31,120
18312100775.0,05782-370,520000,2022-03-25,81
13413000811.0,08110-030,240000,2022-03-29,160
11232200432.0,08070-150,500000,2022-03-31,148
17600400153.0,04844-680,310000,2022-04-01,48
10304700461.0,04902-000,650000,2022-03-29,138
10160102439.0,05590-100,600000,2022-04-01,140
11418900124.0,08220-390,540000,2022-04-01,80
8309300107.0,05462-020,4550000,2022-03-24,478
16611900208.0,05864-070,380000,2022-03-29,92
7501300631.0,02555-090,530000,2022-03-25,187
5803800805.0,03545-000,500000,2022-03-29,136
12821200683.0,02357-002,1370000,2022-03-25,335
17320800445.0,04431-140,450000,2022-03-28,40
6101200469.0,03603-000,395000,2022-04-01,81
9021800802.0,04648-140,1650000,2022-04-04,335
12312400617.0,05658-010,1400000,2022-03-30,217
11716200244.0,03390-050,339000,2022-03-29,150
5903301274.0,03621-030,320000,2022-03-17,63
6718603937.0,02309-100,320000,2022-03-29,41
13807400426.0,08246-055,350000,2022-03-31,60
15720701760.0,04191-000,480000,2022-03-18,82
12516700635.0,05138-240,650000,2022-03-28,197
17129802481.0,05752-001,420000,2022-03-22,147
14516600292.0,08275-540,435200,2022-03-30,170
16034100223.0,05396-060,1180000,2022-03-30,341
4523500452.0,04084-003,1650000,2022-03-25,213
14931100375.0,03942-090,170000,2022-03-30,40
14414100290.0,08270-030,890015,2022-03-30,299
13835700201.0,08253-001,80000,2022-03-31,100
8403800150.0,05672-000,2900000,2022-03-22,443
5813700811.0,03530-000,450000,2022-03-08,59
23301200395.0,08290-050,250000,2022-03-31,30
14503100121.0,08280-120,320000,2022-04-01,120
18505400101.0,05560-030,380000,2022-03-31,112
5927000894.0,03617-150,160000,2022-03-31,70
11142204447.0,03807-400,455000,2022-04-01,288
18426300250.0,05791-260,430000,2022-03-31,237
14212100540.0,08223-180,290000,2022-03-28,60
18312002706.0,05782-470,385000,2022-03-24,79
